CADRE GENE ID,AFUB Gene ID,Af293 orthologue,public id,Description for A1163,Description for Af293
CADAFUBG00002455,AFUB_024610,CADAFUAG00003992,AFUA_2G08690,nuclear distribution protein NudE; encoded by transcript AFUB_024610A,Nuclear distribution protein nudE homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q4X1V0]
CADAFUBG00002456,AFUB_024620,CADAFUAG00004658,AFUA_2G08700,"isochorismatase family hydrolase, putative; encoded by transcript AFUB_024620A","Afu2g08700 (Alt. Locus), isochorismatase family hydrolase, putative, similar to GB:BAC51416.1: isochorismatase family protein   (Bradyrhizobium japonicum)"
CADAFUBG00002457,AFUB_024630,CADAFUAG00004271,AFUA_2G08720,"trafficking protein particle complex subunit 2/Sedlin, putative; encoded by transcript AFUB_024630A","Afu2g08720 (Alt. Locus), trafficking protein particle complex subunit 2/Sedlin, putative, Similar to SP:O14582: Sedlin (Trafficking protein particle complex protein 2)"
CADAFUBG00002458,AFUB_024640,CADAFUAG00004677,AFUA_2G08730,conserved hypothetical protein; encoded by transcript AFUB_024640A,"Afu2g08730 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002459,AFUB_024650,CADAFUAG00004130,AFUA_2G08740,"ZIP metal ion transporter, putative; encoded by transcript AFUB_024650A","Afu2g08740 (Alt. Locus), ZIP metal ion transporter, putative"
CADAFUBG00002460,AFUB_024660,CADAFUAG00004846,AFUA_2G08750,"mitochondrial inner membrane nuclease Nuc1, putative; encoded by transcript AFUB_024660A","Afu2g08750 (Alt. Locus), mitochondrial inner membrane nuclease Nuc1, putative, similar to Mitochondrial nuclease NUC1 (Swiss-Prot:P08466) (Saccharomyces cerevisiae) PubMed=2836792  similar to Endonuclease G, Endo G (Swiss-Prot:Q14249) (Homo sapiens) PubMed=7789991, (3.1.30.-)"
CADAFUBG00002461,AFUB_024670,CADAFUAG00004532,AFUA_2G08770,"RING finger domain protein, putative; encoded by transcript AFUB_024670A","Afu2g08770 (Alt. Locus), RING finger domain protein, putative"
CADAFUBG00002462,AFUB_024680,CADAFUAG00004358,AFUA_2G08775,SET domain protein; encoded by transcript AFUB_024680A,"Afu2g08775 (Alt. Locus), SET domain protein"
CADAFUBG00002463,AFUB_024690,CADAFUAG00004638,AFUA_2G08780,"guanyl-nucleotide exchange factor, putative; encoded by transcript AFUB_024690A","Afu2g08780 (Alt. Locus), guanyl-nucleotide exchange factor, putative, similar to guanine nucleotide exchange factor (GEF) for Arf proteins; involved in vesicular transport; suppressor of ypt3 mutations; member of the Sec7-domain family; Syt1p (GI:6325352) (Saccharomyces cerevisiae)"
CADAFUBG00002464,AFUB_024700,CADAFUAG00004209,AFUA_2G08790,"zinc carboxypeptidase, putative; encoded by transcript AFUB_024700A","Afu2g08790 (Alt. Locus), zinc carboxypeptidase, putative, (3.4.17.-)"
CADAFUBG00002465,AFUB_024710,CADAFUAG00004819,AFUA_2G08800,"amino acid permease (Dip5), putative; encoded by transcript AFUB_024710A","Afu2g08800 (Alt. Locus), amino acid permease (Dip5), putative"
CADAFUBG00002466,AFUB_024720,CADAFUAG00004683,AFUA_2G08810,conserved hypothetical protein; encoded by transcript AFUB_024720A,"Afu2g08810 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002467,AFUB_024730,CADAFUAG00004296,AFUA_2G08820,conserved hypothetical protein; encoded by transcript AFUB_024730A,"Afu2g08820 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002468,AFUB_024740,CADAFUAG00004117,AFUA_2G08830,"nickel transport protein, putative; encoded by transcript AFUB_024740A","Afu2g08830 (Alt. Locus), nickel transport protein, putative, similar to SP:O74869: High-affinity nickel transport protein nic1 (Schizosaccharomyces pombe)"
CADAFUBG00002469,AFUB_024750,CADAFUAG00004082,AFUA_2G08840,"terminal deoxynucleotidyl transferase, putative; encoded by transcript AFUB_024750A","Afu2g08840 (Alt. Locus), terminal deoxynucleotidyl transferase, putative, similar to terminal deoxynucleotidyl transferase (GI:40037389) (Raja eglanteria)  similar to GB:AAG22519.1: DNA polymerase beta2 (Homo sapiens), (2.7.7.-)"
CADAFUBG00002470,AFUB_024760,CADAFUAG00003935,AFUA_2G08850,"phospholipid-transporting ATPase, putative; encoded by transcript AFUB_024760A","Afu2g08850 (Alt. Locus), phospholipid-transporting ATPase, putative, similar to Potential phospholipid-transporting ATPase DRS2. (Swiss-Prot:P39524) (Saccharomyces cerevisiae;). PMID: 8247005 PMID: 12372257, (3.6.3.1)"
CADAFUBG00002471,AFUB_024770,CADAFUAG00004388,AFUA_2G08860,"exosome complex endonuclease 2/ribosomal RNA processing protein, putative; encoded by transcript AFUB_024770A","Afu2g08860 (Alt. Locus), exosome complex endonuclease 2/ribosomal RNA processing protein, putative, Similar to SP:O74918: Putative exosome complex exonuclease RRP45 (EC 3.1.13.-)(RibosomalRNA processing protein 45). {Schizosaccharomyces pombe;}"
CADAFUBG00002472,AFUB_024780,CADAFUAG00004181,AFUA_2G08870,"cell cycle control protein Cwf15, putative; encoded by transcript AFUB_024780A similar to SP:P78794: Cell cycle control protein cwf15 [Schizosaccharomyces pombe]","Afu2g08870 (Alt. Locus), cell cycle control protein Cwf15, putative, similar to SP:P78794: Cell cycle control protein cwf15 (Schizosaccharomyces pombe)"
CADAFUBG00002473,AFUB_024790,CADAFUAG00004554,AFUA_2G08880,conserved hypothetical protein; encoded by transcript AFUB_024790A,"Afu2g08880 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002474,AFUB_024800,CADAFUAG00004452,AFUA_2G08890,"dihydrofolate reductase, putative; encoded by transcript AFUB_024800A","Afu2g08890 (Alt. Locus), dihydrofolate reductase, putative, (1.5.1.3)"
CADAFUBG00002475,AFUB_024810,CADAFUAG00004747,AFUA_2G08900,"voltage-gated chloride channel (ClcA), putative; encoded by transcript AFUB_024810A","Afu2g08900 (Alt. Locus), voltage-gated chloride channel (ClcA), putative, similar to CLC channel  AnCLCA (GI:29825714) (Emericella nidulans) similar to chloride channel protein 3 (Swiss-Prot:P51792) (Rattus norvegicus)"
CADAFUBG00002476,AFUB_024820,CADAFUAG00003934,AFUA_2G08910,"MFS transporter, putative; encoded by transcript AFUB_024820A","Afu2g08910 (Alt. Locus), MFS transporter, putative"
CADAFUBG00002477,AFUB_024830,CADAFUAG00004044,AFUA_2G08920,GDSL Lipase/Acylhydrolase family protein; encoded by transcript AFUB_024830A,"Afu2g08920 (Alt. Locus), GDSL Lipase/Acylhydrolase family protein"
CADAFUBG00002478,AFUB_024840,CADAFUAG00004187,AFUA_2G08940,conserved hypothetical protein; encoded by transcript AFUB_024840A,"Afu2g08940 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002479,AFUB_024850,CADAFUAG00004519,AFUA_2G08950,"isochorismatase family hydrolase, putative; encoded by transcript AFUB_024850A","Afu2g08950 (Alt. Locus), isochorismatase family  hydrolase, putative"
CADAFUBG00002480,AFUB_024860,CADAFUAG00004078,AFUA_2G08970,"thiamine biosynthetic bifunctional enzyme, putative; encoded by transcript AFUB_024860A","Afu2g08970 (Alt. Locus), thiamine biosynthetic bifunctional enzyme, putative"
CADAFUBG00002481,AFUB_024870,,,conserved hypothetical protein; encoded by transcript AFUB_024870A,
CADAFUBG00002482,AFUB_024880,CADAFUAG00004180,AFUA_2G08990,"eukaryotic translation initiation factor 5, putative; encoded by transcript AFUB_024880A","Afu2g08990 (Alt. Locus), eukaryotic translation initiation factor 5, putative"
CADAFUBG00002483,AFUB_024890,CADAFUAG00004331,AFUA_2G09000,conserved hypothetical protein; encoded by transcript AFUB_024890A,"Afu2g09000 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002484,AFUB_024900,CADAFUAG00004733,AFUA_2G09010,"DNA ligase Cdc9, putative; encoded by transcript AFUB_024900A","Afu2g09010 (Alt. Locus), DNA ligase Cdc9, putative, DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination; Cdc9p (GI:6320038) (Saccharomyces cerevisiae), (6.5.1.1)"
CADAFUBG00002485,AFUB_024910,,,conserved hypothetical protein; encoded by transcript AFUB_024910A,
CADAFUBG00002486,AFUB_024920,CADAFUAG00004903,AFUA_2G09030,secreted dipeptidyl peptidase; encoded by transcript AFUB_024920A,Dipeptidyl-peptidase 5 Precursor (EC 3.4.14.-)(Dipeptidyl-peptidase V)(DPP V)(DppV) [Source:UniProtKB/Swiss-Prot;Acc:P0C959]
CADAFUBG00002487,AFUB_024930,CADAFUAG00004514,AFUA_2G09040,"vacuolar transporter chaperone (Vtc4), putative; encoded by transcript AFUB_024930A","Afu2g09040 (Alt. Locus), vacuolar transporter chaperone (Vtc4), putative, similar to vacuolar transporter chaperone Vtc4p (GI:30267875) (Saccharomyces cerevisiae)"
CADAFUBG00002488,AFUB_024940,,,conserved hypothetical protein; encoded by transcript AFUB_024940A,
CADAFUBG00002489,AFUB_024950,CADAFUAG00004833,AFUA_2G09070,"DUF221 domain protein, putative; encoded by transcript AFUB_024950A","Afu2g09070 (Alt. Locus), DUF221 domain protein, putative"
CADAFUBG00002490,AFUB_024960,CADAFUAG00004881,AFUA_2G09080,"arginine N-methyltransferase (Rmt2), putative; encoded by transcript AFUB_024960A",Arginine N-methyltransferase 2 (EC 2.1.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q4X1R1]
CADAFUBG00002491,AFUB_024970,CADAFUAG00004131,AFUA_2G09090,"prohibitin, putative; encoded by transcript AFUB_024970A","Afu2g09090 (Alt. Locus), prohibitin, putative"
CADAFUBG00002492,AFUB_024980,CADAFUAG00003903,AFUA_2G09100,"polyadenylation factor subunit CstF64, putative; encoded by transcript AFUB_024980A","Afu2g09100 (Alt. Locus), polyadenylation factor subunit CstF64, putative"
CADAFUBG00002493,AFUB_024990,CADAFUAG00004728,AFUA_2G09110,phenylalanine ammonia-lyase; encoded by transcript AFUB_024990A,"Afu2g09110 (Alt. Locus), phenylalanine ammonia-lyase, (4.3.1.5)"
CADAFUBG00002494,AFUB_025000,CADAFUAG00004159,AFUA_2G09120,"SNF2 family helicase, putative; encoded by transcript AFUB_025000A","Afu2g09120 (Alt. Locus), SNF2 family helicase, putative"
CADAFUBG00002495,AFUB_025010,CADAFUAG00004559,AFUA_2G09130,"NADH-ubiquinone dehydrogenase 24 kDa subunit, putative; encoded by transcript AFUB_025010A","Afu2g09130 (Alt. Locus), NADH-ubiquinone dehydrogenase 24 kDa subunit, putative, similar to NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa (GI:10835025) (Homo sapiens), (1.6.5.3)"
CADAFUBG00002496,AFUB_025020,CADAFUAG00004378,AFUA_2G09140,conserved hypothetical protein; encoded by transcript AFUB_025020A,"Afu2g09140 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002497,AFUB_025030,CADAFUAG00004029,AFUA_2G09150,adenosine deaminase; encoded by transcript AFUB_025030A,Adenosine deaminase (EC 3.5.4.4)(Adenosine aminohydrolase) [Source:UniProtKB/Swiss-Prot;Acc:Q4X1Q4]
CADAFUBG00002498,AFUB_025040,CADAFUAG00004389,AFUA_2G09160,translation initiation protein Sua5; encoded by transcript AFUB_025040A,"Afu2g09160 (Alt. Locus), translation initiation protein Sua5, similar to SP:P32579: SUA5 protein YGL169w (Saccharomyces cerevisiae)"
CADAFUBG00002499,AFUB_025050,CADAFUAG00004767,AFUA_2G09170,"DUF814 domain protein, putative; encoded by transcript AFUB_025050A","Afu2g09170 (Alt. Locus), DUF814 domain protein, putative"
CADAFUBG00002500,AFUB_025060,CADAFUAG00004681,AFUA_2G09180,"Coatomer subunit zeta, putative; encoded by transcript AFUB_025060A","Afu2g09180 (Alt. Locus), Coatomer subunit zeta, putative"
CADAFUBG00002501,AFUB_025070,CADAFUAG00004330,AFUA_2G09190,conserved hypothetical protein; encoded by transcript AFUB_025070A,"Afu2g09190 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002502,AFUB_025080,CADAFUAG00004190,AFUA_2G09200,"60S ribosomal protein L30, putative; encoded by transcript AFUB_025080A","Afu2g09200 (Alt. Locus), 60S ribosomal protein L30, putative"
CADAFUBG00002503,AFUB_025090,CADAFUAG00003959,AFUA_2G09210,60S ribosomal protein L10; encoded by transcript AFUB_025090A,"Afu2g09210 (Alt. Locus), 60S ribosomal protein L10, similar to 60S ribosomal protein L10-A (QM protein homolog) (SpQM). (Swiss-Prot:Q09127) (Schizosaccharomyces pombe) PubMed=8621081  similar to 60S ribosomal protein L10 (L9) (Ubiquinol-cytochrome C reductasecomplex subunit VI requiring protein). (Swiss-Prot:P41805) (Saccharomyces cerevisiae;) PubMed=7730379"
CADAFUBG00002504,AFUB_025100,CADAFUAG00004143,AFUA_2G09220,conserved hypothetical protein; encoded by transcript AFUB_025100A,"Afu2g09220 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002505,AFUB_025110,CADAFUAG00004556,AFUA_2G09230,"ATP-dependent RNA helicase (Hrh1), putative; encoded by transcript AFUB_025110A","Afu2g09230 (Alt. Locus), ATP-dependent RNA helicase (Hrh1), putative, (3.6.1.-)"
CADAFUBG00002506,AFUB_025120,CADAFUAG00004411,AFUA_2G09240,"F-box protein (Pof7), putative; encoded by transcript AFUB_025120A","Afu2g09240 (Alt. Locus), F-box protein (Pof7), putative"
CADAFUBG00002507,AFUB_025130,CADAFUAG00004161,AFUA_2G09250,"mitochondrial carrier protein, putative; encoded by transcript AFUB_025130A","Afu2g09250 (Alt. Locus), mitochondrial carrier protein, putative"
CADAFUBG00002508,AFUB_025140,CADAFUAG00004073,AFUA_2G09282,conserved hypothetical protein; encoded by transcript AFUB_025140A,"Afu2g09280 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002509,AFUB_025150,CADAFUAG00004885,AFUA_2G09290,"antigenic mitochondrial protein HSP60, putative; encoded by transcript AFUB_025150A","Afu2g09290 (Alt. Locus), antigenic mitochondrial protein HSP60, putative, similar to heat shock protein 60, mitochondrial precursor; antigen HIS-62 (SP:P50142) (Ajellomyces capsulatus)"
CADAFUBG00002510,AFUB_025160,CADAFUAG00004694,AFUA_2G09300,conserved hypothetical protein; encoded by transcript AFUB_025160A,"Afu2g09300 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002511,AFUB_025170,CADAFUAG00004553,AFUA_2G09310,Mitochondrial ATP synthase epsilon chain domain-containing protein; encoded by transcript AFUB_025170A,"Afu2g09310 (Alt. Locus), Mitochondrial ATP synthase epsilon chain domain-containing protein"
CADAFUBG00002512,AFUB_025180,CADAFUAG00004500,AFUA_2G09320,"amino-acid N-acetyltransferase subunit Mak10, putative; encoded by transcript AFUB_025180A","Afu2g09320 (Alt. Locus), amino-acid N-acetyltransferase subunit Mak10, putative"
CADAFUBG00002513,AFUB_025190,CADAFUAG00004369,AFUA_2G09330,"C6 finger domain protein, putative; encoded by transcript AFUB_025190A","Afu2g09330 (Alt. Locus), C6 finger domain protein, putative"
CADAFUBG00002514,AFUB_025200,CADAFUAG00004406,AFUA_2G09340,"fungal specific trascription factor, putative; encoded by transcript AFUB_025200A","Afu2g09340 (Alt. Locus), fungal specific trascription factor, putative, similar to GB:AAO72070.1: uncharacterized protein from the PEP gene cluster {Nectria haematococca)"
CADAFUBG00002515,AFUB_025210,CADAFUAG00004063,AFUA_2G09350,"endo-beta-1,6-glucanase, putative; encoded by transcript AFUB_025210A","Afu2g09350 (Alt. Locus), endo-beta-1,6-glucanase, putative, (3.2.1.-)"
CADAFUBG00002516,AFUB_025220,CADAFUAG00004522,AFUA_2G09355,isochorismatase family protein; encoded by transcript AFUB_025220A,"Afu2g09355 (Alt. Locus), isochorismatase family protein, similar to GB:BAB59685.1: isochorismatase (Thermoplasma volcanium GSS1), (3.3.2.1)"
CADAFUBG00002517,AFUB_025230,CADAFUAG00004022,AFUA_2G09360,"C6 transcription factor, putative; encoded by transcript AFUB_025230A","Afu2g09360 (Alt. Locus), C6 transcription factor, putative"
CADAFUBG00002518,AFUB_025240,CADAFUAG00004475,AFUA_2G09370,choline dehydrogenase family protein; encoded by transcript AFUB_025240A,"Afu2g09370 (Alt. Locus), choline dehydrogenase family protein"
CADAFUBG00002519,AFUB_025250,CADAFUAG00004868,AFUA_2G09380,"cutinase, putative; encoded by transcript AFUB_025250A",Probable cutinase 1 Precursor (EC 3.1.1.74)(Cutin hydrolase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q4X1N0]
CADAFUBG00002520,AFUB_025260,CADAFUAG00004823,AFUA_2G09400,"cyclohexanone monooxygenase, putative; encoded by transcript AFUB_025260A","Afu2g09400 (Alt. Locus), cyclohexanone monooxygenase, putative, similar to cyclohexanone monooxygenase ChnB (GI:27657637) (Rhodococcus sp. Phi1), (1.14.13.22)"
CADAFUBG00002521,AFUB_025270,CADAFUAG00004704,AFUA_2G09410,"alpha-N-acetylglucosaminidase, putative; encoded by transcript AFUB_025270A","Afu2g09410 (Alt. Locus), alpha-N-acetylglucosaminidase, putative, similar to  alpha-N-acetylglucosaminidase (GI:19423948) (Arabidopsis thaliana)"
CADAFUBG00002522,AFUB_025280,CADAFUAG00004106,AFUA_2G09420,F-box domain protein; encoded by transcript AFUB_025280A,"Afu2g09420 (Alt. Locus), F-box domain protein"
CADAFUBG00002523,AFUB_025290,CADAFUAG00003987,AFUA_2G09430,hypothetical protein; encoded by transcript AFUB_025290A,"Afu2g09430 (Alt. Locus), hypothetical protein"
CADAFUBG00002524,AFUB_025300,CADAFUAG00004395,AFUA_2G09440,acetyl xylan esterase; encoded by transcript AFUB_025300A,"Afu2g09440 (Alt. Locus), acetyl xylan esterase"
CADAFUBG00002525,AFUB_025310,,,tRNA-Leu; anticodon AAG [Source: TRNASCAN-SE],
CADAFUBG00002526,AFUB_025320,CADAFUAG00004600,AFUA_2G09450,carboxylic acid transport protein; encoded by transcript AFUB_025320A,"Afu2g09450 (Alt. Locus), carboxylic acid transport protein"
CADAFUBG00002527,AFUB_025330,CADAFUAG00004353,AFUA_2G09460,potassium transporter; encoded by transcript AFUB_025330A,"Afu2g09460 (Alt. Locus), potassium transporter"
CADAFUBG00002528,AFUB_025340,CADAFUAG00004031,AFUA_2G09470,HVA22 domain membrane protein; encoded by transcript AFUB_025340A,"Afu2g09470 (Alt. Locus), HVA22 domain membrane protein, similar to pathogenicity protein (GI:4102999) (Magnaporthe grisea) HVA22 domain protein"
CADAFUBG00002529,AFUB_025350,CADAFUAG00004167,AFUA_2G09480,conserved hypothetical protein; encoded by transcript AFUB_025350A,"Afu2g09480 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002530,AFUB_025360,CADAFUAG00004342,AFUA_2G09490,"eukaryotic translation initiation factor subunit eIF-4F, putative; encoded by transcript AFUB_025360A","Afu2g09490 (Alt. Locus), eukaryotic translation initiation factor subunit eIF-4F, putative, similar to eukaryotic initiation factor 4F subunit p130 (P39936) (Saccharomyces cerevisiae)"
CADAFUBG00002531,AFUB_025370,CADAFUAG00004455,AFUA_2G09500,universal stress protein family domain protein; encoded by transcript AFUB_025370A,"Afu2g09500 (Alt. Locus), universal stress protein family domain protein"
CADAFUBG00002532,AFUB_025380,CADAFUAG00004560,AFUA_2G09510,conserved hypothetical protein; encoded by transcript AFUB_025380A,"Afu2g09510 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00002533,AFUB_025390,CADAFUAG00004770,AFUA_2G09520,"endoglucanase/cellulase, putative; encoded by transcript AFUB_025390A","Afu2g09520 (Alt. Locus), endoglucanase/cellulase, putative, extracellular serine-rich protein, similar to GB:BAB62317.1: endoglucanase A {Aspergillus kawachii;}, (3.-.-.-)"
CADAFUBG00002534,AFUB_025400,CADAFUAG00003984,AFUA_2G09530,DUF833 domain protein; encoded by transcript AFUB_025400A,"Afu2g09530 (Alt. Locus), DUF833 domain protein"
CADAFUBG00002535,AFUB_025410,CADAFUAG00004108,AFUA_2G09540,"cytochrome P450 family protein, putative; encoded by transcript AFUB_025410A","Afu2g09540 (Alt. Locus), cytochrome P450 family protein, putative, (1.14.14.-)"
CADAFUBG00002536,AFUB_025420,CADAFUAG00004046,AFUA_2G09550,"biotin apo-protein ligase, putative; encoded by transcript AFUB_025420A","Afu2g09550 (Alt. Locus), biotin apo-protein ligase, putative, (6.3.4.-)"
